OBJECTID,Borough,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,Borough Name,Neighborhood Tabulation Area Code (NTACODE),Neighborhood Tabulation Area (NTA),Council Distrcit,Postcode,BoroCD,Census Tract,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
12297,4,Free,LinkNYC - Citybridge,qu-09-128371,80-55 KEW GARDENS ROAD,40.7131669699,-73.8298089703,"1,031,431.35969","199,148.295651",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-001122,07/29/2016,4,Queens,QN60,Kew Gardens,29,11415,409,216,216,4080149,4033580000,3480,"(40.7131669699, -73.8298089703)"
10794,1,Free,Transit Wireless,"Central Park North-110 St (2,3)",Central Av (M),40.7990749998,-73.9518220006,"997,588.982168","230,405.223294",Subway Station,SN 441,New York,TransitWirelessWiFi,,09/09/9999,1,Manhattan,MN11,Central Harlem South,9,10026,110,186,186,0,0,1616,"(40.7990749998, -73.9518220006)"
11631,1,Limited Free,SPECTRUM,West Harlem Piers,Pier and South Seating Area,40.8205899999,-73.9596899999,"995,406.972097","238,242.801451",Outdoor,3 free 10 min sessions,New York,GuestWiFi,0,09/09/9999,1,Manhattan,MN06,Manhattanville,7,10027,109,22302,22302,0,1020050024,1187,"(40.8205899999, -73.9596899999)"
10648,1,Free,LinkNYC - Citybridge,mn-07-134274,1967 BROADWAY,40.77464584,-73.9823998204,"989,124.7281","221,501.66597",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000930,07/19/2016,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,153,1028839,1011387500,3406,"(40.77464584, -73.9823998204)"
11025,1,Free,LinkNYC - Citybridge,mn-06-137452,685 2 AVENUE,40.7468675402,-73.9745200604,"991,310.131865","211,381.657667",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012792,03/23/2018,1,Manhattan,MN20,Murray Hill-Kips Bay,4,10016,106,78,78,1020339,1009180030,4222,"(40.7468675402, -73.9745200604)"
10094,2,Free,NYPL,Bronx Library Center,310 East Kingsbridge Road,40.8629806052,-73.8945028865,"1,013,430.80678","253,702.292842",Library,,Bronx,NYPL,,09/09/9999,2,Bronx,BX05,Bedford Park-Fordham North,15,10458,207,39901,39901,2116006,2031540083,520,"(40.8629806052, -73.8945028865)"
10208,3,Free,NYCHA,0,50 Monument Walk,40.695295,-73.9801031998,"989,767.390528","192,591.794656",Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,09/09/9999,3,Brooklyn,BK68,Fort Greene,35,11205,302,2901,2901,3335230,3020340001,648,"(40.695295, -73.9801031998)"
10693,1,Free,LinkNYC - Citybridge,mn-07-133810,2321 BROADWAY,40.7872468703,-73.9776456494,"990,440.320941","226,092.948454",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000994,12/14/2016,1,Manhattan,MN12,Upper West Side,6,10024,107,171,171,1033104,1012327500,3451,"(40.7872468703, -73.9776456494)"
9620,1,Free,LinkNYC - Citybridge,mn-05-121484,222 LEXINGTON AVENUE,40.7458632901,-73.9802332999,"989,727.156357","211,015.368373",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000653,06/12/2018,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,105,72,72,1018492,1008890020,4819,"(40.7458632901, -73.9802332999)"
9915,2,Free,NYPL,Woodlawn Heights,4355 KATONAH AVENUE,40.9004399098,-73.867942,"1,020,757.04476","267,360.164804",Library,,Bronx,NYPL,,09/09/9999,2,Bronx,BX62,Woodlawn-Wakefield,11,10470,212,44902,44902,2019288,2033800054,325,"(40.9004399098, -73.867942)"
10498,1,Free,Chelsea,,10th between 15th and 16th,40.7431927759,-74.0073877576,"982,202.843649","210,041.883116",Outdoor,,New York,CICFreeWiFi,,09/09/9999,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,83,83,0,0,67,"(40.7431927759, -74.0073877576)"
12643,3,Free,LinkNYC - Citybridge,bk-06-125928,63 5 AVENUE,40.6807317996,-73.9774460905,"990,505.574091","187,286.174362",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-002670,06/23/2017,3,Brooklyn,BK37,Park Slope-Gowanus,39,11217,306,129,129,3018705,3009350010,3643,"(40.6807317996, -73.9774460905)"
11353,1,Free,Transit Wireless,"Times Square - 1, 2, 3",Times Square - 42nd Street,40.75529,-73.9874950005,"987,714.520946","214,449.452056",Subway Station,SN 317,New York,TransitWirelessWiFi,,09/09/9999,1,Manhattan,MN17,Midtown-Midtown South,3,10018,105,113,113,0,0,1553,"(40.75529, -73.9874950005)"
10192,4,Free,LinkNYC - Citybridge,qu-01-145921,35-12 35 AVENUE,40.7565208602,-73.9252146106,"1,004,968.97167","214,906.491497",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020933,10/09/2017,4,Queens,QN70,Astoria,26,11106,401,57,57,4009594,4006390020,4640,"(40.7565208602, -73.9252146106)"
12330,1,Free,LinkNYC - Citybridge,mn-07-133632,210 West 90st,40.7906900002,-73.9744619998,"991,321.564913","227,347.639843",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001487,04/20/2018,1,Manhattan,MN12,Upper West Side,6,10024,107,175,175,1033308,1012370020,3513,"(40.7906900002, -73.9744619998)"
12221,1,Free,LinkNYC - Citybridge,mn-06-121521,155 East 38Th Street,40.7483832896,-73.9763442995,"990,804.511813","211,933.752035",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000232,03/10/2016,1,Manhattan,MN20,Murray Hill-Kips Bay,4,10016,106,80,80,1019272,1008947500,3104,"(40.7483832896, -73.9763442995)"
12814,4,Free,LinkNYC - Citybridge,qu-12-141550,166-01 JAMAICA AVENUE,40.7059714299,-73.7937866001,"1,041,423.84791","196,548.206035",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-000793,09/23/2016,4,Queens,QN61,Jamaica,27,11432,412,460,460,4209622,4097960020,3318,"(40.7059714299, -73.7937866001)"
12695,1,Free,LinkNYC - Citybridge,mn-06-134680,81 LEXINGTON AVENUE,40.7414809996,-73.9831980002,"988,905.973616","209,418.588759",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000606,07/19/2017,1,Manhattan,MN21,Gramercy,2,10016,106,68,68,1018134,1008820030,3272,"(40.7414809996, -73.9831980002)"
9809,1,Limited Free,SPECTRUM,Jackie Robinson Recreation Center,Library,40.8241309998,-73.9424640006,"1,000,173.92352","239,535.578721",Indoor,3 free 10 min sessions,New York,GuestWiFi,0,09/09/9999,1,Manhattan,MN04,Hamilton Heights,9,10039,110,231,231,1084164,1020520001,949,"(40.8241309998, -73.9424640006)"
12340,1,Free,LinkNYC - Citybridge,mn-07-133624,2518 BROADWAY,40.7931808696,-73.9726485797,"991,823.424146","228,255.301085",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001501,08/07/2017,1,Manhattan,MN12,Upper West Side,6,10025,107,179,179,1033652,1012410050,3523,"(40.7931808696, -73.9726485797)"
11645,4,Limited Free,SPECTRUM,"Phil ""Scooter"" Rizzuto Park",North West side of Park,40.6950769996,-73.8228169995,"1,033,383.04345","192,561.434809",Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,09/09/9999,4,Queens,QN54,Richmond Hill,28,11419,409,148,148,0,0,1201,"(40.6950769996, -73.8228169995)"
12660,1,Free,LinkNYC - Citybridge,mn-04-136982,601 8 Avenue,40.7554999999,-73.9914250005,"986,625.70357","214,525.830841",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000524,04/11/2016,1,Manhattan,MN15,Clinton,3,10018,104,115,115,1013686,1007630030,3237,"(40.7554999999, -73.9914250005)"
10935,1,Free,Harlem,,pole 76 - 7ASEC133,40.8139300002,-73.9449549995,"999,486.838937","235,818.544161",Outdoor,,New York,Harlem Wi-Fi,,09/09/9999,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10027,110,226,226,0,0,769,"(40.8139300002, -73.9449549995)"
10258,3,Free,LinkNYC - Citybridge,bk-01-146000,101 NORTH 5 STREET,40.7176582282,-73.9603011562,"995,254.812296","200,741.257688",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021163,02/01/2018,3,Brooklyn,BK73,North Side-South Side,33,11249,301,555,555,3062172,3023347500,4663,"(40.7176582282, -73.9603011562)"
12392,3,Free,Transit Wireless,"Euclid Av (A,C)","Euclid Av (A,C)",40.675377,-73.8721059998,"1,019,725.63934","185,360.359316",Subway Station,SN 188,Brooklyn,TransitWirelessWiFi,,09/09/9999,3,Brooklyn,BK82,East New York,42,11208,305,1196,1196,0,0,1722,"(40.675377, -73.8721059998)"
9759,1,Free,LinkNYC - Citybridge,mn-05-138316,51 EAST 26 STREET,40.7423220602,-73.9853807405,"988,301.067017","209,724.905403",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010812,05/24/2018,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,10010,105,56,56,1016880,1008560020,4876,"(40.7423220602, -73.9853807405)"
11705,3,Limited Free,ALTICEUSA,Coney Island Beach & Boardwalk,ROOF OF ABE STARK ICE RINK-RIGHT SIDE FRONT,40.5726749996,-73.9856179998,"988,245.469031","147,917.723572",Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,09/09/9999,3,Brooklyn,BK21,Seagate-Coney Island,47,11224,313,352,352,3189656,3070730101,1262,"(40.5726749996, -73.9856179998)"
10483,2,Limited Free,ALTICEUSA,Williamsbridge Oval,RESERVOIR OVAL E  2/P/S/O RESERVOIR PL,40.8784449997,-73.8754800001,"1,018,684.57974","259,343.482675",Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,09/09/9999,2,Bronx,BX43,Norwood,11,10467,207,423,423,0,0,861,"(40.8784449997, -73.8754800001)"
11690,3,Limited Free,ALTICEUSA,Coney Island Beach & Boardwalk,ROOF OF AQUARIUM,40.5735509999,-73.9773659998,"990,537.877832","148,237.356462",Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,09/09/9999,3,Brooklyn,BK21,Seagate-Coney Island,47,11224,313,352,352,3245159,3086970008,1247,"(40.5735509999, -73.9773659998)"
10240,4,Free,LinkNYC - Citybridge,qu-02-146059,47-43 VERNON BOULEVARD,40.7443204903,-73.9534837102,"997,139.500128","210,456.081434",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-020994,04/24/2018,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,7,7,4000266,4000450000,4645,"(40.7443204903, -73.9534837102)"
10321,3,Free,LinkNYC - Citybridge,bk-05-145941,3386 FULTON STREET,40.6840608397,-73.8705374096,"1,020,156.06367","188,524.768013",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021921,11/21/2017,3,Brooklyn,BK83,Cypress Hills-City Line,37,11208,305,184,184,3327234,3041480040,4726,"(40.6840608397, -73.8705374096)"
10967,1,Free,Harlem,,pole 09: 119C5av,40.8026839999,-73.9451580005,"999,433.212076","231,721.193103",Outdoor,,New York,Harlem Wi-Fi,,09/09/9999,1,Manhattan,MN11,Central Harlem South,9,10026,110,200,200,0,0,801,"(40.8026839999, -73.9451580005)"
12589,1,Free,LinkNYC - Citybridge,mn-09-134828,3559 BROADWAY,40.8270435498,-73.9502261503,"998,025.033134","240,595.410919",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-002057,09/18/2017,1,Manhattan,MN04,Hamilton Heights,7,10031,109,229,229,1062381,1020920040,3602,"(40.8270435498, -73.9502261503)"
10064,4,Free,QPL,Ozone Park,92-24 ROCKAWAY BOULEVARD,40.6808618482,-73.8464887284,"1,026,827.92992","187,370.057724",Library,,Ozone Park,QBPL_WIRELESS,,09/09/9999,4,Queens,QN56,Ozone Park,32,11417,410,54,54,4189526,4091130030,488,"(40.6808618482, -73.8464887284)"
9842,1,Limited Free,SPECTRUM,Jackie Robinson Recreation Center,Admin Office,40.8241309998,-73.9424640006,"1,000,173.92352","239,535.578721",Indoor,3 free 10 min sessions,New York,GuestWiFi,0,09/09/9999,1,Manhattan,MN04,Hamilton Heights,9,10039,110,231,231,1084164,1020520001,982,"(40.8241309998, -73.9424640006)"
9953,4,Free,QPL,Court Square,25-01 JACKSON AVENUE,40.7470624208,-73.9442436779,"999,699.244352","211,456.548921",Library,,Long Island City,QBPL_WIRELESS,,09/09/9999,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,19,19,4539937,4000790030,368,"(40.7470624208, -73.9442436779)"
12308,4,Free,LinkNYC - Citybridge,qu-02-124939,59-40 QUEENS BOULEVARD,40.7412880001,-73.9046559997,"1,010,670.68534","209,362.205013",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-001149,01/05/2017,4,Queens,QN63,Woodside,26,11377,402,245,245,4432196,4023140000,3491,"(40.7412880001, -73.9046559997)"
12201,1,Free,LinkNYC - Citybridge,mn-08-135088,1284 1 AVENUE,40.7656654522,-73.9574087323,"996,048.109266","218,232.190226",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012770,05/11/2018,1,Manhattan,MN31,Lenox Hill-Roosevelt Island,5,10065,108,116,116,1045578,1014630050,4216,"(40.7656654522, -73.9574087323)"
11401,1,Free,Transit Wireless,18 Street - 1,18th Street - 7th Avenue,40.7410399998,-73.9978709994,"984,839.96764","209,257.479173",Subway Station,SN 321,New York,TransitWirelessWiFi,,09/09/9999,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,81,81,0,0,1512,"(40.7410399998, -73.9978709994)"
11395,2,Free,Transit Wireless,IRT-2-5-149TH ST - GRAND CONCOURSE,149 St - Grand Concourse,40.81841,-73.9267179996,"1,004,533.60083","237,454.466086",Subway Station,SN 435,Bronx,TransitWirelessWiFi,,09/09/9999,2,Bronx,BX39,Mott Haven-Port Morris,17,10451,201,51,51,0,0,1506,"(40.81841, -73.9267179996)"
10412,1,Free,Harlem,,42 West 120th Street_THAL (new),40.8037859998,-73.9461589995,"999,155.835006","232,122.518416",Outdoor,,New York,Harlem Wi-Fi,,09/09/9999,1,Manhattan,MN11,Central Harlem South,9,10027,110,200,200,1053274,1017187501,268,"(40.8037859998, -73.9461589995)"
12905,1,Free,LinkNYC - Citybridge,mn-12-111803,2002 AMSTERDAM AVE,40.8342453801,-73.9411590502,"1,000,532.61211","243,220.857768",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-006041,07/21/2016,1,Manhattan,MN36,Washington Heights South,7,10032,112,245,245,1062798,1021180040,3759,"(40.8342453801, -73.9411590502)"
12538,1,Free,LinkNYC - Citybridge,mn-05-122631,916 7 AVENUE,40.7661480002,-73.9797210006,"989,867.39853","218,405.78043",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000375,07/12/2017,1,Manhattan,MN17,Midtown-Midtown South,4,10019,105,137,137,1024904,1010290040,3189,"(40.7661480002, -73.9797210006)"
12910,3,Free,LinkNYC - Citybridge,bk-02-108350,36 NEVINS STREET,40.6874572699,-73.9819201796,"989,264.130708","189,736.170446",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-006141,03/29/2018,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11217,302,37,37,3000000,3001660040,3764,"(40.6874572699, -73.9819201796)"
12096,2,Free,LinkNYC - Citybridge,bx-05-119570,100 E Fordham Rd,40.8620857697,-73.8995205706,"1,012,043.27544","253,374.637985",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-000087,07/20/2017,2,Bronx,BX40,Fordham South,14,10468,205,237,237,2013908,2031730030,3051,"(40.8620857697, -73.8995205706)"
10799,2,Free,Transit Wireless,IRT - East 143 St-St Mary's St (6),East 143 St-St Mary's St (6),40.808719,-73.9076570006,"1,009,813.18279","233,928.677862",Subway Station,SN 374,Bronx,TransitWirelessWiFi,,09/09/9999,2,Bronx,BX39,Mott Haven-Port Morris,8,10454,201,31,31,0,0,1621,"(40.808719, -73.9076570006)"
12232,1,Free,LinkNYC - Citybridge,mn-06-133527,205 3 AVENUE,40.736214,-73.9848999999,"988,434.666159","207,499.568318",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000253,07/14/2016,1,Manhattan,MN21,Gramercy,2,10003,106,48,48,1019580,1008990000,3115,"(40.736214, -73.9848999999)"
9772,1,Free,LinkNYC - Citybridge,mn-02-123585,623 HUDSON STREET,40.7382777799,-74.0056712102,"982,678.385021","208,251.158679",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010844,01/17/2019,1,Manhattan,MN23,West Village,3,10014,102,79,79,1011645,1006260010,4889,"(40.7382777799, -74.0056712102)"
9639,1,Free,LinkNYC - Citybridge,mn-10-145541,2926 FREDERICK DOUGLASS BOULEVARD,40.8290024803,-73.9372792304,"1,001,607.61291","241,311.421626",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011040,09/09/9999,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10039,110,236,236,1000000,1020400060,4838,"(40.8290024803, -73.9372792304)"
11542,4,Limited Free,SPECTRUM,Lost Battalion Hall Recreation Center,Sr. Dinning Area,40.7316749998,-73.8656070003,"1,021,496.88252","205,874.079771",Indoor,3 free 10 min sessions,Queens,GuestWiFi,0,09/09/9999,4,Queens,QN18,Rego Park,29,11374,406,71702,71702,4050408,4020770050,1066,"(40.7316749998, -73.8656070003)"
11582,4,Limited Free,SPECTRUM,Roy Wilkins Recreation Center,Rec Office #2,40.687191,-73.7695589996,"1,048,159.07427","189,722.705578",Indoor,3 free 10 min sessions,Queens,GuestWiFi,0,09/09/9999,4,Queens,QN08,St. Albans,27,11434,412,426,426,4268835,4124060180,1136,"(40.687191, -73.7695589996)"
12345,3,Free,LinkNYC - Citybridge,bk-02-125681,60 HENRY STREET,40.69934194,-73.9921867902,"986,416.474658","194,065.684753",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-001009,02/13/2017,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,1,1,3001646,3002210020,3455,"(40.69934194, -73.9921867902)"
10988,1,Free,AT&T,The Battery,Ferry Landing,40.7029999997,-74.0167999996,"979,591.89185","195,398.774935",Outdoor,,New York,attwifi,,09/09/9999,1,Manhattan,MN99,park-cemetery-etc-Manhattan,1,10004,101,319,319,0,1000030001,23,"(40.7029999997, -74.0167999996)"
11442,1,Free,LinkNYC - Citybridge,mn-06-121433,604 2 AVENUE,40.7441540003,-73.9761899997,"990,847.683971","210,392.898162",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010832,03/09/2018,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,70,70,1078843,1009390000,3938,"(40.7441540003, -73.9761899997)"
11269,1,Free,LinkNYC - Citybridge,mn-07-134318,2373 BROADWAY,40.7887050997,-73.97641054,"990,782.201819","226,624.321079",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010634,11/15/2017,1,Manhattan,MN12,Upper West Side,6,10024,107,175,175,1076251,1012347500,3899,"(40.7887050997, -73.97641054)"
10812,1,Free,Transit Wireless,"Lower East Side-2 Av (F,V)",2 Av (F),40.7234019998,-73.989938,"987,039.020329","202,831.556657",Subway Station,SN 232,New York,TransitWirelessWiFi,,09/09/9999,1,Manhattan,MN22,East Village,2,10003,103,3602,3602,0,0,1634,"(40.7234019998, -73.989938)"
9695,3,Limited Free,ALTICEUSA,Prospect Park,"NORTH BOAT HOUSE, ON THE LAWN ACROSS FROM M-200",40.6611970004,-73.9652520003,"993,890.561744","180,170.198437",Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,09/09/9999,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39,11215,355,177,177,0,3011170001,892,"(40.6611970004, -73.9652520003)"
10273,4,Free,LinkNYC - Citybridge,qu-01-145934,33-20 30 AVENUE,40.765785254,-73.9191729969,"1,006,639.65993","218,283.299376",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-021329,10/09/2017,4,Queens,QN70,Astoria,22,11103,401,63,63,4009036,4006250050,4678,"(40.765785254, -73.9191729969)"
10578,2,Limited Free,ALTICEUSA,St. Mary's Park,HALL CEILING-2ND FL,40.811544,-73.9141379999,"1,008,018.04858","234,956.100347",Indoor,3 free 10 min sessions,Bronx,GuestWiFi,,09/09/9999,2,Bronx,BX39,Mott Haven-Port Morris,8,10454,201,37,37,2003692,2025570001,1382,"(40.811544, -73.9141379999)"
10999,1,Free,NYPL,Battery Park City Library,175 NORTH END AVENUE,40.7154881544,-74.0162138359,"979,755.25865","199,948.555861",Library,,New York,NYPL,,09/09/9999,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10282,101,31703,31703,1087518,1000167516,34,"(40.7154881544, -74.0162138359)"
9814,1,Free,AT&T,Thomas Paine Park,Entire Park,40.7147999999,-74.0028000002,"983,473.785989","199,697.436613",Outdoor,,New York,attwifi,,09/09/9999,1,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,10007,101,31,31,0,1001680001,954,"(40.7147999999, -74.0028000002)"
12144,1,Free,LinkNYC - Citybridge,mn-07-121323,1995 BROADWAY,40.7754432796,-73.9823668697,"989,133.795995","221,792.201807",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012517,10/06/2017,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,153,1070358,1011397500,4159,"(40.7754432796, -73.9823668697)"
12567,1,Free,LinkNYC - Citybridge,mn-04-122567,302 WEST 37 STREET,40.7541399203,-73.99233961,"986,372.354339","214,030.286228",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000489,04/27/2016,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10018,104,111,111,1013600,1007600050,3218,"(40.7541399203, -73.99233961)"
11658,3,Limited Free,ALTICEUSA,Bensonhurst Park,FRNT OF HANDBALL COURTS,40.5975849999,-74.0011120005,"983,941.18991","156,992.735933",Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,09/09/9999,3,Brooklyn,BK27,Bath Beach,43,11214,311,292,292,0,3064900024,1214,"(40.5975849999, -74.0011120005)"
9869,3,Free,Downtown Brooklyn,,333 Adams St.,40.6936359997,-73.9883469996,"987,481.462029","191,986.960236",Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,09/09/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,11,11,3391417,3001400160,1012,"(40.6936359997, -73.9883469996)"
11903,4,Free,LinkNYC - Citybridge,qu-01-125042,36-35 33 STREET,40.7541882302,-73.9293986402,"1,003,810.48941","214,055.676925",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011536,03/14/2018,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26,11106,401,55,55,4007954,4006020010,4067,"(40.7541882302, -73.9293986402)"
10049,2,Free,NYPL,Throg's Neck,3025 CROSS BRONX EXPRESSWAY,40.8229035714,-73.8190936365,"1,034,319.35523","239,134.854129",Library,,Bronx,NYPL,,09/09/9999,2,Bronx,BX52,Schuylerville-Throgs Neck-Edgewater Park,13,10465,210,158,158,2077131,2054390001,471,"(40.8229035714, -73.8190936365)"
10772,1,Free,Transit Wireless,"125 St (A,B,C,D)","125 St (A,B,C,D)",40.8111090001,-73.9523430005,"997,442.348275","234,789.554421",Subway Station,SN 153,New York,TransitWirelessWiFi,,09/09/9999,1,Manhattan,MN09,Morningside Heights,9,10027,109,20901,20901,0,0,1593,"(40.8111090001, -73.9523430005)"
11369,4,Free,Transit Wireless,PARSONS - ARCHER (JAMAICA CENTER),IND-E-J-Z-JAMAICA CENTER - PARSONS / ARCHER,40.702147,-73.8011089995,"1,039,396.83786","195,150.160931",Subway Station,SN 278,Queens,TransitWirelessWiFi,,09/09/9999,4,Queens,QN61,Jamaica,27,11433,412,246,246,0,0,1569,"(40.702147, -73.8011089995)"
10301,3,Free,LinkNYC - Citybridge,bk-07-145867,691 4 AVENUE,40.6621889998,-73.9960170003,"985,355.035836","180,529.72462",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-021522,08/22/2017,3,Brooklyn,BK32,Sunset Park West,38,11232,307,145,145,3000000,3006430000,4706,"(40.6621889998, -73.9960170003)"
11502,5,Limited Free,SPECTRUM,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.5786309996,-74.0768009998,"962,915.789704","150,096.666392",Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0,09/09/9999,5,Staten Island,SI36,Old Town-Dongan Hills-South Beach,50,10305,595,11201,11201,0,5035250200,206,"(40.5786309996, -74.0768009998)"
11482,1,Free,LinkNYC - Citybridge,mn-06-123287,223 EAST 14 STREET,40.7329605004,-73.9861729396,"988,082.083203","206,314.15796",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013973,10/19/2016,1,Manhattan,MN21,Gramercy,2,10003,106,48,48,1019504,1008960010,4377,"(40.7329605004, -73.9861729396)"
10712,1,Free,LinkNYC - Citybridge,mn-03-123816,91 3 AVENUE,40.7320389999,-73.9879380003,"987,592.953932","205,978.354169",Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-008227,04/07/2017,1,Manhattan,MN22,East Village,2,10003,103,40,40,1006851,1004680000,3818,"(40.7320389999, -73.9879380003)"
